,album_id,album_artist,album_name
587,3331,838,Canciones Premiadas De Celio González
588,3332,188,First Time! The Count Meets The Duke
589,3333,927,Gee Whiz
590,3334,2152,The Ventures
591,3335,175,Whatever Julie Wants
592,3336,828,Know What I Mean?
593,3337,2153,Wynton Kelly!
594,3338,579,Something for Everybody
595,3339,859,Sunday At The Village Vanguard
596,3340,15,Sea Shanties
597,3341,1977,"Bach: Concerto in D Minor for Two Violins, BWV 1043 - Mozart: Sinfonia concertante in E-Flat Major, K. 364 - Brahms: Concerto in A Minor for Violin and Cello, Op. 102 [(Heifetz Remastered]"
598,3342,2154,Wonderland By Night (Remastered)
599,3343,2152,Another Smash!!!
600,379,146,Takin' Off (Expanded Edition)
601,3344,2155,Playboy
602,391,226,The Essential Dion
603,3345,954,The Lonely Bull
604,381,858,Baby It's You
605,375,878,Charanga Moderna
606,3346,2156,Chubby Checker Classics
607,3347,198,Oh! Look At Me Now
608,3348,47,'S Continental
609,380,880,Mojo Hand
610,387,43,Schumann: Kinderszenen; Arabesque; Fantasie; Träumerei
611,3349,18,Bewitching Lee!
612,3350,163,What Kind Of Fool Am I & Other Show Stoppers
613,3351,791,Silent Night: Songs For Christmas
614,3352,868,N°4
615,3353,2157,The Dubs Meet The Shells
616,383,881,The Hits
617,3354,2158,A Song For Young Love
618,3355,279,The Electrifying Aretha Franklin (Expanded Edition)
619,3356,1950,Radio Hits Of the '60s
620,3357,2159,Minnale (Original Motion Picture Soundtrack)
621,388,882,Route 66 And Other TV Themes
622,3358,2160,Heart of the Ukulele
623,3359,882,Lolita (Original Motion Picture Soundtrack)
624,3360,57,The Glorious Sound of Christmas
625,3361,2161,Monster Mash/Scary Tales
626,3362,616,Ramblin Rose
627,389,838,¿Quién Será?
628,3363,2162,I Don't Worry About A Thing
629,3364,345,Chuck Berry Twist
630,3365,205,The Young Ones
631,3366,2163,Shelley!
632,3367,44,Boleros-Boleros-Bole
633,3368,164,Empathy
634,3369,2164,It's Time
635,3370,208,Olé Coltrane (Deluxe Edition)
636,3371,933,James Brown And His Famous Flames Tour The U.S.A.
637,3372,1950,Simply Summer
638,3373,867,Bobby Vee's Golden Greats
639,3374,855,Weapon Of Prayer
640,3375,1,Cha Cha De Amor
641,3376,0,Point Of No Return (Remastered)
642,3377,2152,"Play Telstar, The Lonely Bull & Others"
643,3378,4,Ella Swings Gently With Nelson
644,3379,879,It Keeps Right On A-Hurtin'
645,3380,2165,The Wah-Watusi/South Street
646,3381,960,The 25th Day Of December
647,3382,579,Pot Luck
648,3383,2166,Shout! Shout! (Knock Yourself Out)
649,3384,176,Hatari!
650,3385,317,"One Night Stand - Sam Cooke Live At The Harlem Square Club, 1963"
651,406,1950,I'll Be Home For Christmas
652,3386,2167,Back Porch Bluegrass
653,3387,199,Christmas With The Chipmunks (Vol. 2)
654,422,10,I Wanna Be Around
655,414,1950,The Dimension Dolls
656,418,890,500 Miles Away From Home
657,411,208,Live At Birdland
658,3388,2168,Humoresque - Favorite Violin Encores [Expanded Edition]
659,3389,208,Ballads
660,3390,896,The Impressions
661,3391,841,The Very Best Of Connie Francis - Connie's 21 Biggest Hits
662,419,891,Wives And Lovers
663,3392,2169,Gentleman Jim
664,420,18,The Fabulous Peggy Lee
665,421,2170,I Will Follow Him
666,3393,2171,Surf Rider
667,423,193,Merry Christmas From Jackie Wilson
668,3394,149,Plays Hip Hits
669,3395,176,The Pink Panther - Original Soundtrack
670,3396,486,Surfer Girl
671,3397,616,Those Lazy Hazy Crazy Days Of Summer
672,3398,44,Payaso
673,3399,205,Summer Holiday
674,3400,95,Night Life
675,3401,2172,Page One
676,3402,456,The Witmark Demos: 1962-1964 (The Bootleg Series Vol. 9)
677,3403,78,Mingus Mingus Mingus Mingus Mingus
678,3404,900,Meet The Searchers
679,3405,874,Our Man In Paris (Rudy Van Gelder Edition)
680,3406,2173,Pipeline
681,3407,182,For Your Sweet Love
682,3408,2174,In Person
683,3409,2104,Night Lights (Expanded Edition)
684,3410,2162,Mose Allison Sings
685,3411,78,Mingus Plays Piano
686,3412,16,Debussy: Greatest Hits
687,3413,4,Ella Fitzgerald Sings The Jerome Kern Songbook
688,3414,2152,"""Surfing"""
689,3415,213,The Barbra Streisand Album: Arranged and Conducted by Peter Matz
690,3416,2175,Abilene
691,3417,2078,Qui ?
692,3418,2102,The Meaning Of Christmas
693,3419,890,Detroit City and Other Hits by Bobby Bare
694,3420,523,All Alone Am I
695,3421,164,Conversations With Myself
696,3422,859,Time Remembered
697,3423,2176,John Coltrane And Johnny Hartman
698,3424,2177,California Sun - the Best of the Rivieras
699,3425,2178,The Latin World Of Tito Puente
700,438,900,Needles & Pins
701,432,896,The Never Ending Impressions
702,455,903,Un Gato En La Oscuridad
703,452,902,Wish Someone Would Care
704,461,873,How Glad I Am
705,457,872,Bobby Vinton's Greatest Hits
706,442,243,Leo Dan Cronología - Como Te Extraño Mi Amor (1964)
707,445,486,Shut Down
708,3426,140,Getz / Gilberto
709,460,905,The Dubliners (Bonus Track Edition)
710,3427,179,Getz/Gilberto #2
711,3428,252,Rag Doll
712,3429,1095,The Folk Singer
713,3430,279,Runnin' Out of Fools (Expanded Edition)
714,3431,317,Sam Cooke At the Copa
715,3432,31,Romantic Favorites for Strings (Expanded Edition)
716,458,50,It's Monk's Time
717,3433,552,12 X 5
718,3434,891,The Jack Jones Christmas Album
719,3435,552,The Rolling Stones
720,3436,2152,Ventures In Space
721,3437,2078,Que c'est triste Venise (Remastered 2014)
722,3438,2179,Trouble & Me
723,463,906,I'm On The Outside (Looking In)
724,3439,906,Goin' Out Of My Head
725,3440,1,Dream with Dean
726,3441,2180,The Little Old Lady From Pasadena
727,3442,252,Dawn (Go Away) and 11 Other Hits
728,3443,200,Donovan's Greatest Hits
729,3444,243,Leo Dan Cronología - El Fenómeno (1964)
730,3445,2181,Welcome to the Ponderosa
731,3446,44,Sombras
732,3447,73,Bizet: Carmen
733,3448,79,Now's The Time!
734,3449,896,Keep On Pushing
735,3450,2124,Breeze From The East
736,3451,2154,Blue Midnight (Remastered)
737,3452,876,The Gold Collection
738,3453,2182,From Tito With Love
739,3454,1950,My Fair Lady Soundtrack
740,3455,862,The Body & The Soul
741,3456,101,Jazz Impressions Of Japan
742,3457,2183,Glad All Over (2019 - Remaster)
743,3458,809,Christmas Greetings from Jerry Vale
744,3459,2174,From All Sides
745,3460,529,Bitter Tears: Johnny Cash Sings Ballads Of The American Indian
746,3461,913,Shapes of Things (2015 Remaster)
747,3462,2183,American Tour (2019 - Remaster)
748,3463,2167,Live!!! Almost!!!
749,3464,2184,Ramblin' Boy
750,3465,108,Jimmy' Durante's Way Of Life
751,3466,552,December’s Children (And Everybody’s)
752,487,913,For Your Love (2015 Remaster)
753,3467,1,(Remember Me) I'm the One That Loves You
754,3468,552,The Rolling Stones No. 2
755,491,0,Sinatra ’65
756,497,920,Here Are the Sonics
757,3469,954,!!Going Places!!
758,3470,2152,The Ventures' Christmas Album
759,3471,310,Temptin' Temptations
760,3472,197,Baby Breeze (Expanded Edition)
761,494,917,My Cherie
762,3473,912,The Shadow Of Your Smile
763,495,918,Eve Of Destruction
764,3474,208,A Love Supreme
765,3475,392,Otis Blue
766,3476,742,Town and Country
767,3477,2185,The Best Of Duane Eddy
768,3478,277,My Generation (50th Anniversary / Super Deluxe)
769,3479,2186,A Summer Song
770,3480,2057,Music Of Christmas Volume II
771,3481,90,My World
772,3482,146,Maiden Voyage
773,3483,2187,Easy
774,3484,803,Christmas With Patti Page
775,3485,2188,Bert Jansch
776,3486,529,Orange Blossom Special
777,3487,238,En Navidad
778,3488,2189,Ferry Cross The Mersey [Mono And Stereo Version]
779,3489,2190,The New Sound of Brazil
780,3490,168,Live At The Regal
781,3491,2191,Connie Smith
782,3492,334,The Paul Simon Songbook
783,3493,913,Having a Rave Up with The Yardbirds (2015 Remaster)
784,3494,254,The Animals Retrospective
785,3495,2192,This Is Jackie DeShannon
786,3496,2193,I Ain't Marching Anymore
787,3497,2185,Twangin' The Golden Hits
788,3498,2194,Greatest Hits: From The Beginning
789,3499,2195,This Diamond Ring
790,3500,2059,Odetta Sings Dylan
791,3501,252,Working My Way Back to You
792,3502,2196,Glad To Be Unhappy
793,3503,2197,"The ""Angry"" Young Them! (feat. Van Morrison)"
794,3504,2198,Wanted Dead Or Alive (Bang Bang Push Push Push)
795,3505,258,The Kink Kontroversy
796,3506,886,Smokin' At The Half Note (Expanded Edition)
797,3507,2121,That Was The Year That Was
798,3508,2199,Introducing The Beau Brummels
799,3509,456,"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Deluxe Edition)"
800,511,270,If You Can Believe Your Eyes And Ears
801,537,0,Sinatra At The Sands
802,523,930,Daydream
803,509,924,96 Tears
804,508,445,Take Two
805,3510,41,Dave Brubeck's Greatest Hits
806,3511,486,Pet Sounds (50th Anniversary Edition)
807,529,552,Aftermath (UK Version)
808,516,927,Carla
809,531,856,The Real Folk Blues
810,518,895,You Don't Have To Say You Love Me
811,522,929,Psychotic Reaction
812,527,934,You Ain't Woman Enough
813,3512,234,I Hear A Symphony
814,3513,270,The Mamas & The Papas
815,3514,214,"The Good, The Bad and The Ugly (Original Motion Picture Soundtrack) [Remastered Edition]"
816,533,935,I Like It Like That
817,524,931,All Alone
818,526,933,It's A Man's Man's Man's World
819,3515,2200,Rain Forest
820,532,902,Take A Look
821,3516,233,Christmas Songs
822,539,937,Swinging Doors
823,535,792,Flowers on the Wall
824,3517,486,Pet Sounds (Mono)
825,3518,886,Tequila (Expanded Edition)
826,3519,2201,The Seeds
827,538,911,Watchout!
828,3520,530,Down To Earth
829,3521,2202,Fred Neil
830,3522,2203,The Happenings
831,3523,2204,Un homme et une femme (Original Motion Picture Soundtrack)
832,3524,2197,Them Again (feat. Van Morrison)
833,3525,2078,La Bohème (Remastered 2014)
834,3526,913,Roger the Engineer
835,3527,249,Let It All Out
836,3528,939,Jefferson Airplane Takes Off
837,3529,2205,Freak Out!
838,3530,2206,What's New Pussycat
839,3531,2207,In The Christmas Spirit
840,3532,56,The Essential Tammy Wynette
841,3533,2139,River Deep-Mountain High
842,3534,254,Animalisms
843,3535,2208,Ballads of The Green Berets
844,3536,552,Big Hits (High Tide and Green Grass)
845,3537,836,The Real Folk Blues
846,3538,456,No Direction Home: Bootleg Volume 7 (Movie Soundtrack)
847,3539,2209,Midnight Ride
848,3540,2210,"SOMEWHERE MY LOVE (Love Theme from ""Dr. Zhivago"") And Other Great Hits"
849,3541,2211,Dance The Cool Jerk
850,543,940,"Evergreen, Vol.2"
851,559,946,Born Under A Bad Sign (Mono)
852,546,942,I Think We're Alone Now
853,566,949,Alice's Restaurant
854,545,941,The Money Recordings
855,547,943,Knock On Wood
856,554,224,Make It Happen
857,3542,2212,Buffalo Springfield Again
858,556,234,"The Supremes Sing Holland, Dozier, Holland"
859,3543,456,John Wesley Harding
860,555,945,The Youngbloods
861,3544,249,Nina Simone Sings The Blues
862,3545,432,Ni En Defensa Propia
863,563,530,I Was Made To Love Her
864,3546,50,"Straight, No Chaser"
865,564,948,Ode To Billie Joe
866,3547,2213,Part One
867,561,947,Super Hits
868,3548,236,By The Time I Get To Phoenix (Remastered)
869,569,951,007 Shanty Town
870,567,934,Don't Come Home A Drinkin' (With Lovin' On Your Mind)
871,3549,966,Big Brother & The Holding Company
872,3550,552,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered)
873,568,950,The First Edition
874,570,952,To Sir With Love
875,3551,579,How Great Thou Art
876,3552,2214,A Festival of Carols in Brass
877,572,174,Here Where There Is Love
878,3553,134,Wave
879,3554,537,"Hello, I'm Dolly"
880,3555,965,The Last Waltz
881,3556,2215,James & Bobby Purify
882,3557,2216,On the Beach: The Anthology
883,3558,486,Wild Honey (Remastered)
884,3559,2206,"Green, Green Grass Of Home"
885,3560,552,Flowers
886,3561,2217,Incense And Peppermints
887,3562,582,"Love, Andy"
888,3563,919,Time of the Season
889,3564,2218,The Best Of Sonny & Cher
890,3565,274,"Pisces, Aquarius, Capricorn & Jones Ltd. (Deluxe Edition)"
891,3566,200,Mellow Yellow
892,3567,2219,Wildflowers
893,3568,277,The Who Sell Out (Deluxe Edition)
894,3569,201,Younger Than Yesterday
895,3570,965,Release Me
896,3571,895,The Look Of Love
897,3572,2220,The Real McCoy (Remastered / Rudy Van Gelder Edition)
898,3573,252,New Gold Hits
899,3574,2221,I Had Too Much To Dream (Last Night)
900,588,955,This Is Clarence Carter
901,585,954,The Beat Of The Brass
902,594,958,Traffic
903,3575,2222,Afro-Harping
904,3576,213,Funny Girl - Original Soundtrack Recording
905,590,957,Honey
906,606,963,Cowboys to Girls
907,600,962,The Turtles Present The Battle of the Bands
908,611,290,Song to a Seagull
909,3577,2223,Leonardo Favio Cronología - Fuiste Mía un Verano (1968)
910,598,961,Mr. Bojangles
911,3578,2224,God Bless Tiny Tim
912,3579,223,In Search Of The Lost Chord
913,3580,2225,Young Girl: The Best Of Gary Puckett & The Union Gap
914,605,956,The Natch'l Blues
915,615,311,Horizontal (Deluxe Version)
916,3581,584,A Saucerful of Secrets
917,3582,875,Comment te dire adieu (Remasterisé en 2016)
918,597,960,Soul Folk In Action
919,596,959,October Country (Expanded Edition)
920,602,300,One
921,3583,909,"Oh, How It Hurts"
922,3584,954,Christmas Album
923,3585,453,Astral Weeks (Expanded Edition)
924,3586,2226,Mother Nature's Son
925,3587,201,The Notorious Byrd Brothers
926,616,967,Nobody But Me
927,608,0,Francis A. & Edward K.
928,607,964,The Mason Williams Phonographic Record
929,3588,2212,Last Time Around
930,3589,240,Carole King: The Ode Collection
931,3590,274,Head
932,609,942,Mony Mony
933,3591,2227,Diana Ross & The Supremes Join The Temptations
934,3592,236,That Christmas Feeling
935,3593,224,Special Occasion
936,3594,2206,Delilah
937,3595,2228,Harper Valley P.T.A.
938,3596,951,Intensified
939,3597,1021,Gris Gris
940,3598,2229,Super Session
941,3599,175,Easy Does It
942,3600,23,By the Time I Get to Phoenix
943,3601,311,Horizontal
944,3602,2230,Behold & See
945,3603,2207,Doin' Our Thing
946,3604,537,Just Because I'm A Woman
947,3605,2225,Super Hits
948,3606,878,Acid
949,3607,2231,The New Folk Sound Of Terry Callier (Deluxe Edition)
950,636,290,Clouds
951,632,973,The Stooges
952,625,942,Crimson & Clover / Some Kind of Love
953,641,392,Love Man
954,640,973,The Stooges
955,630,168,Completely Well
956,3608,302,Chicago Transit Authority
957,3609,316,The Allman Brothers Band (Deluxe)
958,634,974,The Spice Of Life
959,3610,2232,Grazin'
960,3611,600,Led Zeppelin (Deluxe Edition)
961,3612,249,To Love Somebody (Expanded Edition)
962,3613,2233,The Gilded Palace Of Sin
963,643,977,Amore mio aiutami (Original Motion Picture Soundtrack)
964,647,146,Fat Albert Rotunda
965,637,310,Puzzle People
966,651,294,Brother Love's Travelling Salvation Show
967,3614,241,I Got Dem Ol' Kozmic Blues Again Mama!
968,3615,584,More
969,3616,2234,Sweet and Dandy
970,3617,1002,It's So Hard To Tell Who's Going To Love You The Best
971,3618,249,Nina Simone & Piano
972,650,979,Black & White
973,646,243,Leo Dan Cronología - Canta Trovador (1969)
974,3619,2235,Ralfi Pagán
975,3620,942,Crimson & Clover
976,645,978,"Baby, I'm For Real"
977,3621,552,Let It Bleed (50th Anniversary Edition / Remastered 2019)
978,3622,191,Giant
979,653,907,Hey Jude
980,3623,301,Santana
981,3624,486,20/20 (Remastered)
982,3625,529,At San Quentin (Legacy Edition)
983,3626,181,Songs From A Room
984,3627,2236,The Best Of Sam & Dave
985,3628,2237,Johnny Winter
986,3629,2227,Cream Of The Crop
987,3630,2238,Les Champs-Èlysées
988,3631,18,Is That All There Is?
989,3632,2239,Boz Scaggs
990,3633,955,Testifyin'
991,3634,16,Alexis Weissenberg plays Debussy
992,3635,0,A Man Alone: The Words And Music Of McKuen
993,3636,2240,1969
994,3637,258,Arthur (Deluxe Edition)
995,3638,2241,Hollywood Dream (Expanded Edition)
996,3639,2242,Unhalfbricking (Bonus Track Edition)
997,3640,272,Goodbye
998,3641,200,Barabajagal
999,3642,236,Galveston (Remastered)
1000,686,266,Greatest Hits
1001,667,453,His Band and the Street Choir
1002,662,256,2nd Time Around (Expanded Edition)
1003,666,294,Tap Root Manuscript
1004,675,984,Rides Again
1005,669,983,Come To My Garden
1006,690,990,Just Another Diamond Day
1007,3643,271,Loaded (2015 Remaster)
1008,692,991,Curtis (Expanded Edition)
1009,683,488,The Man Who Sold the World (2015 Remaster)
1010,677,985,War And Peace
1011,684,986,Magic Christian Music (Remastered 2010 / Deluxe Edition)
1012,680,986,No Dice (Remastered 2010 / Deluxe Edition)
1013,685,989,The Delfonics
1014,3644,2243,Cold Fact
1015,681,987,Georgia Sunshine
1016,3645,279,This Girl's in Love with You
1017,691,969,"Wonderful World, Beautiful People"
1018,3646,2244,Stephen Stills
1019,3647,287,Asalto Navideño
1020,3648,615,Elton John
1021,3649,486,Sunflower
1022,3650,810,The Awakening
1023,3651,600,Led Zeppelin III
1024,3652,615,Tumbleweed Connection
1025,3653,600,Led Zeppelin III (Deluxe Edition)
1026,3654,280,Mona Bone Jakon
1027,3655,2245,Partridge Family Album
1028,3656,2246,Kristofferson
1029,3657,293,Stage Fright (Expanded Edition)
1030,3658,223,A Question Of Balance
1031,3659,1020,Love Songs
1032,3660,584,Atom Heart Mother
1033,3661,2247,Express Yourself
1034,3662,2248,Open (US Internet Release)
1035,3663,2249,Leon Russell
1036,3664,2250,Candida
1037,3665,529,The Johnny Cash Show
1038,3666,168,Indianola Mississippi Seeds
1039,3667,33,La Malagradecida
1040,3668,2251,Tarkio Road
1041,3669,579,That's the Way It Is
1042,3670,224,The Season For Miracles
1043,3671,1950,Drivin' South: Southern Rockin' Smash Hits
1044,3672,318,ZZ Top's First Album
1045,3673,314,Eric Clapton
1046,3674,2252,Fuego en el 23!
1047,3675,996,Charley Pride's 10th Album
1048,3676,2253,Them Changes
1049,3677,2233,Burrito Deluxe
1050,712,277,"Meaty, Beaty, Big And Bouncy"
1051,3678,474,Carpenters
1052,721,999,Jonathan Edwards
1053,705,996,Sings Heart Songs
1054,708,248,Givin' It Back
1055,729,1002,In My Own Time
1056,3679,2254,Link Wray
1057,3680,249,Here Comes The Sun
1058,3681,1001,The Yes Album (Deluxe Edition)
1059,3682,988,The Best Of The Guess Who
1060,3683,579,Elvis Sings the Wonderful World of Christmas
1061,717,537,Coat Of Many Colors
1062,3684,477,Grateful Dead (Skull & Roses) [Live]
1063,3685,270,People Like Us
1064,3686,1950,Willy Wonka & The Chocolate Factory
1065,714,984,Thirds
1066,727,1001,Fragile
1067,3687,2255,Songs For Beginners
1068,3688,1025,Love It to Death
1069,3689,526,Cold Spring Harbor
1070,3690,429,Imagine (The Ultimate Collection)
1071,719,529,Man In Black
1072,3691,2235,With Love
1073,726,294,Stones
1074,3692,958,The Low Spark Of High Heeled Boys
1075,3693,181,Songs Of Love And Hate
1076,3694,316,At Fillmore East
1077,3695,1950,Fiddler On The Roof (Original Motion Picture Soundtrack)
1078,3696,316,At Fillmore East (Deluxe Edition)
1079,3697,307,4 Way Street
1080,3698,2206,Tom Jones Sings She's A Lady
1081,732,1004,"Hamilton, Joe Frank & Reynolds"
1082,3699,995,Johnny Paycheck - 16 Biggest Hits
1083,3700,2233,The Flying Burrito Brothers
1084,3701,2256,Rose Garden
1085,3702,486,Surf's Up
1086,3703,512,Maybe Tomorrow
1087,3704,981,Manna
1088,3705,2257,Shaft (Deluxe Edition)
1089,3706,263,"Gypsys, Tramps & Thieves"
1090,3707,2258,A Space in Time (Deluxe Version)
1091,3708,584,Relics
1092,3709,2259,Lost In The Ozone
1093,3710,2260,Against the Grain
1094,3711,311,Trafalgar
1095,3712,330,Wild Life
1096,3713,2261,Aereo-Plain
1097,3714,530,Where I'm Coming From
1098,3715,2252,Navidad Criolla
1099,3716,2262,The Undisputed Truth
1100,735,1006,Summer Breeze
1101,742,1010,All The Young Dudes (Expanded Edition)
1102,766,975,The Late Great Townes Van Zandt
1103,759,1015,Garcia
1104,737,1007,Raspberries
1105,747,991,Superfly (O.S.T.)
1106,761,1016,#1 Record
1107,3717,2263,Cymande
1108,743,341,Good Hearted Woman
1109,3718,482,Mardi Gras
1110,758,1014,Llorarás
1111,3719,584,Obscured by Clouds
1112,748,1011,Back to Front
1113,3720,552,Exile On Main Street (Deluxe Version)
1114,773,575,Got To Be There
1115,762,1017,Ege Bamyasi (Remastered Version)
1116,753,240,Rhymes & Reasons
1117,756,344,Flashback
1118,754,1012,It Never Rains In Southern California
1119,3721,2264,Doin It!!!!
1120,757,182,Garden Party
1121,764,1018,Of A Simple Man
1122,3722,2265,Annie (Original Broadway Cast Recording)
1123,767,341,Ladies Love Outlaws
1124,3723,339,America's Greatest Hits - History
1125,3724,318,Rio Grande Mud
1126,3725,453,Saint Dominic's Preview
1127,769,1019,Sloppy Seconds
1128,3726,2266,Harold Melvin & The Blue Notes
1129,3727,432,Si No Te Quisiera
1130,3728,1003,Sittin' In
1131,3729,2267,I Am Woman
1132,3730,279,The Very Best of Aretha Franklin - The 70's
1133,3731,937,Best Of The Best Of
1134,3732,2268,Malo
1135,3733,2269,Serie De Colección 15 Autenticos Éxitos
1136,3734,2249,Carney
1137,3735,2270,"Crying, Laughing, Loving, Lying"
1138,775,1020,Behind Closed Doors
1139,3736,2271,I Love The Way You Love
1140,3737,2272,Smokin'
1141,3738,1070,Shades Of A Blue Orphanage
1142,3739,2273,Live At The Cellar Door and at the Santa Monica Civic Auditorium
1143,3740,2244,Manassas
1144,3741,258,Everybody's in Show-Biz
1145,3742,575,Ben
1146,3743,953,Clear Spot
1147,3744,989,Tell Me This Is a Dream (Expanded Version)
1148,3745,445,Trouble Man: 40th Anniversary Expanded Edition
1149,3746,406,"Greatest Hits, Vol. 2"
1150,3747,1116,Asalto Navideño: Vol. 1 & 2
1151,3748,462,(Pronounced 'Leh-'Nérd 'Skin-'Nérd)
1152,815,309,Sabbath Bloody Sabbath (2014 Remaster)
1153,797,445,Let's Get It On
1154,806,333,Countdown To Ecstasy
1155,3749,2274,Funky Kingston
1156,800,325,For Everyman
1157,787,300,Cyan
1158,808,146,Head Hunters
1159,3750,2042,Closing Time (Remastered)
1160,811,265,Ship Ahoy (Expanded Edition)
1161,805,474,Now & Then (Reissue)
1162,3751,2275,Ringo
1163,3752,248,3+3
1164,798,237,Neither One Of Us
1165,801,1025,Billion Dollar Babies (Deluxe Reissue)
1166,803,296,Living In The Material World (Remastered)
1167,3753,277,Quadrophenia (Super Deluxe Edition)
1168,3754,488,Aladdin Sane (2013 Remaster)
1169,796,1024,Merry Xmas Everybody
1170,814,324,Sweet Revenge
1171,804,1026,Rockin' Roll Baby
1172,3755,890,"Bobby Bare Sings Lullabys, Legends And Lies (And More)"
1173,3756,287,Lo Mato
1174,802,231,"Louisiana Woman, Mississippi Man"
1175,3757,344,All Over The World: The Very Best Of ELO
1176,807,233,Black Caesar
1177,3758,429,Mind Games
1178,3759,511,"Greetings from Asbury Park, N.J."
1179,3760,2276,Laid Back (Deluxe Edition)
1180,3761,961,Viva Terlingua
1181,3762,2277,Montrose
1182,809,45,Puccini: Turandot - Highlights
1183,813,1028,Attempted Mustache
1184,3763,233,The Payback
1185,3764,261,Call Me
1186,3765,947,Greatest Hits
1187,3766,2278,Tower Of Power
1188,3767,511,"The Wild, the Innocent & The E Street Shuffle"
1189,3768,1950,A Motown Christmas
1190,3769,656,Mystery to Me
1191,810,1027,Super Hits
1192,3770,2279,16 Biggest Hits
1193,3771,2280,New York Dolls
1194,3772,453,Hard Nose the Highway
1195,3773,330,Red Rose Speedway (Archive Collection)
1196,3774,622,At The BBC
1197,3775,2281,All American Boy (Expanded Edition)
1198,3776,973,Raw Power
1199,3777,337,Styx II
1200,3778,2282,Dreamer
1201,3779,429,Walls And Bridges
1202,3780,2283,Bridge Of Sighs (2007 Remaster)
1203,3781,213,The Way We Were
1204,817,1029,Camilo
1205,834,1036,Ten Years Of Hits
1206,832,622,Queen II (Deluxe Remastered Version)
1207,3782,2284,Grievous Angel
1208,841,465,'Justments
1209,819,1030,It'll Shine When It Shines
1210,3783,1015,Garcia (Compliments) (Expanded)
1211,3784,1000,Standing On The Verge Of Getting It On
1212,827,529,Ragged Old Flag
1213,823,1032,The Kids & Me
1214,3785,622,Sheer Heart Attack
1215,845,552,It's Only Rock 'N' Roll (2009 Re-Mastered)
1216,3786,181,New Skin For The Old Ceremony
1217,3787,530,Fulfillingness' First Finale
1218,825,1033,Cat's In The Cradle / Vacancy [Digital 45]
1219,838,341,The Ramblin' Man
1220,828,1034,Nightmares...And Other Tales From The Vinyl Jungle
1221,836,197,Jazz Moods - Cool
1222,3788,420,Open Our Eyes
1223,853,1044,Blue Magic
1224,3789,456,Planet Waves
1225,839,512,Dancing Machine
1226,3790,284,The Lamb Lies Down on Broadway (2007 Stereo Mix)
1227,844,336,Mister Magic
1228,854,1045,Rags To Rufus
1229,3791,344,Eldorado
1230,840,1038,Apprentice
1231,847,1040,A Virgem de Saint Tropez (Trilha Sonora Original)
1232,842,1039,From The Album Of The Same Name
1233,3792,526,Streetlife Serenade
1234,856,1046,Hi De Ho Man
1235,851,1043,Keep On Smilin'
1236,3793,2285,Stop And Smell The Roses
1237,3794,2042,The Heart Of Saturday Night (Remastered)
1238,850,1042,Golden Hits - The World's Most Famous Auctioneer
1239,3795,453,Veedon Fleece
1240,3796,2286,Fear
1241,3797,983,Perfect Angel
1242,3798,302,Chicago VII (Expanded & Remastered)
1243,3799,2287,Phoebe Snow
1244,3800,1053,Skin Tight
1245,857,1047,Woman to Woman [Stax Remasters]
1246,3801,346,Waterloo
1247,3802,2226,Sun Goddess
1248,3803,1096,Hotcakes
1249,3804,354,Machine Gun
1250,889,289,Atlantic Crossing
1251,871,1055,Fool for the City
1252,893,1063,Ritchie Blackmore's Rainbow
1253,865,483,Live!
1254,869,1053,Honey
1255,878,1058,The Outlaws
1256,866,1051,Feel Like Makin' Love
1257,3805,333,Katy Lied
1258,3806,622,A Night At The Opera
1259,3807,656,Fleetwood Mac (2017 Remaster)
1260,3808,311,Main Course
1261,874,248,The Heat Is On
1262,870,1054,Flat As A Pancake
1263,3809,2288,Troupeau bleu
1264,3810,474,Horizon
1265,891,1062,Africa
1266,883,225,A Quiet Storm
1267,875,1056,Closeup
1268,881,208,The Gentle Side Of John Coltrane
1269,3811,2289,Another Green World
1270,886,429,Rock 'N' Roll
1271,3812,341,Dreaming My Dreams
1272,884,1045,Rufus Featuring Chaka Khan
1273,3813,436,Windsong
1274,896,1065,Pieces of the Sky (Expanded & Remastered)
1275,3814,309,Sabotage (2014 Remaster)
1276,3815,265,Family Reunion (Expanded Edition)
1277,899,313,Zuma
1278,3816,477,Blues for Allah (2013 Remaster)
1279,894,1064,Eric Carmen
1280,3817,2290,Out Of Hand
1281,3818,2,Pure Gold
1282,895,486,Spirit Of America
1283,890,1061,Red Octopus
1284,900,1067,Siren (Remastered)
1285,3819,1008,The Last Record Album
1286,3820,2291,Blow By Blow
1287,3821,470,Willie Nelson - 16 Biggest Hits
1288,3822,2292,Old No. 1
1289,3823,656,Fleetwood Mac (Deluxe Edition)
1290,3824,1116,La Voz
1291,3825,1422,Barry White's Greatest Hits
1292,3826,961,Ridin' High
1293,3827,277,The Who By Numbers (Expanded Edition)
1294,3828,2266,Wake Up Everybody (feat. Teddy Pendergrass)
1295,3829,1025,Welcome to My Nightmare
1296,3830,2293,Southern Nights
1297,3831,2294,Fruko el Grande
1298,3832,995,Take This Job And Shove It
1299,3833,1157,Night Things
1300,928,315,Takin' It to the Streets
1301,926,297,(DE LA PELICULA) DINASTIA DE LA MUERTE (Grabación Original Remasterizada)
1302,3834,462,Gimme Back My Bullets
